Designator,Mid X,Mid Y,Rotation,Layer
"BUZ1",320.244230,-13.335230,0.000000,bottom
"C1",376.033375,-4.257750,180.000000,bottom
"C2",357.584125,-17.719750,-90.000000,bottom
"C3",365.807375,-24.511750,-90.000000,bottom
"C4",373.511875,-22.156250,90.000000,bottom
"C5",359.965375,-17.719750,-90.000000,bottom
"C6",379.969230,-12.535230,0.000000,bottom
"C7",376.374375,-22.156250,90.000000,bottom
"C8",320.595000,-67.686000,-90.000000,bottom
"C9",315.261000,-80.894000,-90.000000,bottom
"C10",316.785000,-43.556000,-90.000000,bottom
"C11",334.719230,-13.185230,0.000000,bottom
"D1",20.800000,-5.250000,90.000000,bottom
"D2",22.780000,-33.700000,90.000000,bottom
"D3",27.600000,-52.400000,90.000000,bottom
"D4",20.475000,-71.775000,90.000000,bottom
"D5",20.825000,-90.725000,90.000000,bottom
"D6",49.500000,-90.825000,90.000000,bottom
"D7",39.700000,-71.925000,90.000000,bottom
"D8",53.850000,-52.475000,90.000000,bottom
"D9",44.530000,-33.800000,90.000000,bottom
"D10",39.775000,-5.275000,90.000000,bottom
"D12",82.800000,-5.350000,90.000000,bottom
"D13",63.280000,-34.350000,90.000000,bottom
"D14",72.925000,-52.950000,90.000000,bottom
"D15",59.000000,-71.800000,90.000000,bottom
"D16",68.275000,-91.150000,90.000000,bottom
"D17",68.175000,-110.075000,90.000000,bottom
"D18",86.875000,-90.900000,90.000000,bottom
"D19",77.800000,-71.575000,90.000000,bottom
"D20",91.800000,-52.525000,90.000000,bottom
"D21",82.330000,-34.350000,90.000000,bottom
"D23",120.700000,-5.500000,90.000000,bottom
"D24",101.380000,-34.350000,90.000000,bottom
"D25",111.025000,-52.600000,90.000000,bottom
"D26",96.700000,-71.575000,90.000000,bottom
"D27",105.950000,-90.700000,90.000000,bottom
"D28",87.325000,-109.975000,90.000000,bottom
"D29",125.125000,-90.975000,90.000000,bottom
"D30",115.500000,-71.575000,90.000000,bottom
"D31",129.900000,-52.475000,90.000000,bottom
"D32",120.430000,-34.350000,90.000000,bottom
"D34",158.700000,-5.400000,90.000000,bottom
"D35",139.580000,-34.000000,90.000000,bottom
"D36",148.950000,-52.475000,90.000000,bottom
"D37",134.950000,-71.575000,90.000000,bottom
"D38",144.200000,-90.525000,90.000000,bottom
"D39",162.975000,-109.975000,90.000000,bottom
"D40",163.100000,-90.675000,90.000000,bottom
"D41",153.975000,-71.775000,90.000000,bottom
"D42",167.850000,-52.225000,90.000000,bottom
"D43",385.725000,-77.925000,90.000000,bottom
"D44",158.780000,-33.800000,90.000000,bottom
"D45",196.300000,-5.300000,90.000000,bottom
"D46",177.680000,-34.000000,90.000000,bottom
"D47",186.850000,-52.725000,90.000000,bottom
"D48",172.775000,-71.900000,90.000000,bottom
"D49",182.200000,-90.725000,90.000000,bottom
"D50",182.050000,-110.350000,90.000000,bottom
"D51",201.325000,-90.900000,90.000000,bottom
"D52",192.000000,-71.575000,90.000000,bottom
"D53",205.750000,-52.625000,90.000000,bottom
"D54",196.730000,-34.000000,90.000000,bottom
"D56",234.600000,-5.800000,90.000000,bottom
"D57",215.580000,-33.800000,90.000000,bottom
"D58",224.675000,-53.025000,90.000000,bottom
"D59",210.800000,-71.575000,90.000000,bottom
"D60",220.500000,-91.000000,90.000000,bottom
"D61",239.175000,-90.550000,90.000000,bottom
"D62",229.550000,-71.525000,90.000000,bottom
"D63",243.425000,-53.125000,90.000000,bottom
"D64",234.380000,-33.950000,90.000000,bottom
"D65",253.380000,-33.800000,90.000000,bottom
"D67",277.200000,-5.800000,90.000000,bottom
"D68",272.375000,-33.650000,90.000000,bottom
"D69",263.075000,-52.450000,90.000000,bottom
"D70",248.725000,-71.725000,90.000000,bottom
"D71",258.400000,-90.825000,90.000000,bottom
"D72",276.975000,-109.800000,90.000000,bottom
"D73",267.450000,-71.775000,90.000000,bottom
"D75",289.050000,-52.650000,90.000000,bottom
"D76",293.825000,-33.700000,90.000000,bottom
"D78",296.600000,-5.700000,90.000000,bottom
"D81",291.725000,-71.625000,90.000000,bottom
"D82",266.500000,-92.425000,90.000000,bottom
"D83",296.225000,-109.750000,90.000000,bottom
"D84",315.375000,-109.950000,90.000000,bottom
"D85",315.250000,-90.575000,90.000000,bottom
"D89",347.750000,-33.525000,90.000000,bottom
"D90",346.900000,-52.675000,90.000000,bottom
"D91",347.550000,-71.825000,90.000000,bottom
"D92",347.875000,-90.750000,90.000000,bottom
"D93",346.450000,-109.725000,90.000000,bottom
"D94",365.900000,-109.825000,90.000000,bottom
"D95",365.250000,-90.925000,90.000000,bottom
"D96",365.350000,-71.700000,90.000000,bottom
"D97",365.800000,-53.000000,90.000000,bottom
"D98",366.675000,-33.700000,90.000000,bottom
"D99",384.050000,-33.975000,90.000000,bottom
"D101",385.250000,-53.000000,90.000000,bottom
"D102",385.575000,-71.350000,90.000000,bottom
"D103",384.700000,-91.050000,90.000000,bottom
"D104",385.025000,-109.625000,90.000000,bottom
"D105",386.650000,-121.250000,90.000000,bottom
"D106",385.475000,-100.350000,90.000000,bottom
"D109",386.125000,-60.875000,90.000000,bottom
"D110",396.350000,-29.550000,-90.000000,bottom
"J1",392.369980,-4.385980,0.000000,bottom
"R1",324.162500,-34.050000,180.000000,bottom
"R2",386.211730,-8.695230,0.000000,bottom
"R3",394.969230,-13.885230,180.000000,bottom
"R4",360.068875,-6.035750,180.000000,bottom
"R5",386.258730,-10.727230,0.000000,bottom
"R6",330.721230,-13.185230,0.000000,bottom
"SW1",400.000000,-18.050000,180.000000,bottom
"U1",368.749375,-12.475000,180.000000,bottom
"Y1",369.236875,-22.000000,0.000000,bottom
